:seed-thresh:cluster-thresh:min-support:count:num-matches
0.5,0.5,0.01,141,0
0.5,0.5,0.02,1064,9
0.5,0.5,0.03,530,2
0.5,0.5,0.04,1064,9
0.5,0.6,0.01,1064,9
0.5,0.6,0.02,1064,9
0.5,0.6,0.03,1064,9
0.5,0.6,0.04,1064,9
0.5,0.7,0.01,1064,9
0.5,0.7,0.02,1064,9
0.5,0.7,0.03,1064,9
0.5,0.7,0.04,1064,9
0.5,0.7999999999999999,0.01,1064,9
0.5,0.7999999999999999,0.02,1064,9
0.5,0.7999999999999999,0.03,1064,9
0.5,0.7999999999999999,0.04,1064,9
0.5,0.8999999999999999,0.01,1064,9
0.5,0.8999999999999999,0.02,1064,9
0.5,0.8999999999999999,0.03,1064,9
0.5,0.8999999999999999,0.04,1064,9
0.5,0.5,0.01,1058,9
0.5,0.5,0.02,1058,9
0.5,0.5,0.03,1058,9
0.5,0.5,0.04,1058,9
0.5,0.6,0.01,1062,9
0.5,0.6,0.02,1062,9
0.5,0.6,0.03,1062,9
0.5,0.6,0.04,1062,9
0.5,0.7,0.01,1064,9
0.5,0.7,0.02,1064,9
0.5,0.7,0.03,1064,9
0.5,0.7,0.04,1064,9
0.5,0.7999999999999999,0.01,1064,9
0.5,0.7999999999999999,0.02,1064,9
0.5,0.7999999999999999,0.03,1064,9
0.5,0.7999999999999999,0.04,1064,9
0.5,0.8999999999999999,0.01,1064,9
0.5,0.8999999999999999,0.02,1064,9
0.5,0.8999999999999999,0.03,1064,9
0.5,0.8999999999999999,0.04,1064,9
0.5,0.5,0.01,1020,9
0.5,0.5,0.02,1020,9
0.5,0.5,0.03,1020,9
0.5,0.5,0.04,1020,9
0.5,0.6,0.01,1049,9
0.5,0.6,0.02,1049,9
0.5,0.6,0.03,1049,9
0.5,0.6,0.04,1049,9
0.5,0.7,0.01,1062,9
0.5,0.7,0.02,1062,9
0.5,0.7,0.03,1062,9
0.5,0.7,0.04,1062,9
0.5,0.7999999999999999,0.01,1063,9
0.5,0.7999999999999999,0.02,1063,9
0.5,0.7999999999999999,0.03,1063,9
0.5,0.7999999999999999,0.04,1063,9
0.5,0.8999999999999999,0.01,1064,9
0.5,0.8999999999999999,0.02,1064,9
0.5,0.8999999999999999,0.03,1064,9
0.5,0.8999999999999999,0.04,1064,9
0.5,0.5,0.01,876,8
0.5,0.5,0.02,876,8
0.5,0.5,0.03,876,8
0.5,0.5,0.04,876,8
0.5,0.6,0.01,946,9
0.5,0.6,0.02,946,9
0.5,0.6,0.03,946,9
0.5,0.6,0.04,946,9
0.5,0.7,0.01,937,9
0.5,0.7,0.02,937,9
0.5,0.7,0.03,937,9
0.5,0.7,0.04,937,9
0.5,0.7999999999999999,0.01,1046,9
0.5,0.7999999999999999,0.02,1046,9
0.5,0.7999999999999999,0.03,1046,9
0.5,0.7999999999999999,0.04,1046,9
0.5,0.8999999999999999,0.01,1058,9
0.5,0.8999999999999999,0.02,1058,9
0.5,0.8999999999999999,0.03,1058,9
0.5,0.8999999999999999,0.04,1058,9
0.5,0.5,0.01,462,8
0.5,0.5,0.02,462,8
0.5,0.5,0.03,462,8
0.5,0.5,0.04,462,8
0.5,0.6,0.01,548,8
0.5,0.6,0.02,548,8
0.5,0.6,0.03,548,8
0.5,0.6,0.04,548,8
0.5,0.7,0.01,694,8
0.5,0.7,0.02,694,8
0.5,0.7,0.03,694,8
0.5,0.7,0.04,694,8
0.5,0.7999999999999999,0.01,754,8
0.5,0.7999999999999999,0.02,754,8
0.5,0.7999999999999999,0.03,754,8
0.5,0.7999999999999999,0.04,754,8
0.5,0.8999999999999999,0.01,789,9
0.5,0.8999999999999999,0.02,789,9
0.5,0.8999999999999999,0.03,789,9
0.5,0.8999999999999999,0.04,789,9
0.6,0.5,0.01,1064,9
0.6,0.5,0.02,1064,9
0.6,0.5,0.03,1064,9
0.6,0.5,0.04,1064,9
0.6,0.6,0.01,1064,9
0.6,0.6,0.02,1064,9
0.6,0.6,0.03,1064,9
0.6,0.6,0.04,1064,9
0.6,0.7,0.01,1064,9
0.6,0.7,0.02,1064,9
0.6,0.7,0.03,1064,9
0.6,0.7,0.04,1064,9
0.6,0.7999999999999999,0.01,1064,9
0.6,0.7999999999999999,0.02,1064,9
0.6,0.7999999999999999,0.03,1064,9
0.6,0.7999999999999999,0.04,1064,9
0.6,0.8999999999999999,0.01,1064,9
0.6,0.8999999999999999,0.02,1064,9
0.6,0.8999999999999999,0.03,1064,9
0.6,0.8999999999999999,0.04,1064,9
0.6,0.5,0.01,1053,9
0.6,0.5,0.02,1053,9
0.6,0.5,0.03,1053,9
0.6,0.5,0.04,1053,9
0.6,0.6,0.01,1064,9
0.6,0.6,0.02,1064,9
0.6,0.6,0.03,1064,9
0.6,0.6,0.04,1064,9
0.6,0.7,0.01,1064,9
0.6,0.7,0.02,1064,9
0.6,0.7,0.03,1064,9
0.6,0.7,0.04,1064,9
0.6,0.7999999999999999,0.01,1064,9
0.6,0.7999999999999999,0.02,1064,9
0.6,0.7999999999999999,0.03,1064,9
0.6,0.7999999999999999,0.04,1064,9
0.6,0.8999999999999999,0.01,1064,9
0.6,0.8999999999999999,0.02,1064,9
0.6,0.8999999999999999,0.03,1064,9
